model,phase,domain,case_id,written_sign,final_lead,passes_filter,peak_layer,n_layers,rel_depth,late
Phi-4-14B,heldout,det_correct,NC_4x4_det_641,-,20.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_648,-,21.0625,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_649,-,4.6328,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_662,-,25.1875,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_676,-,31.6875,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_677,-,7.8516,1,34,40,0.871795,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_678,-,4.2500,1,38,40,0.974359,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_680,-,4.7969,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_685,-,4.8125,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_707,-,37.3125,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_710,-,11.0312,1,35,40,0.897436,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_723,-,21.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_724,-,19.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_737,-,7.1719,1,35,40,0.897436,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_774,-,0.7500,0,34,40,0.871795,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_798,-,3.9062,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_0809,-,3.8125,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_0822,-,38.9375,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0835,-,38.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0837,-,12.1094,1,29,40,0.743590,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_0852,-,-3.5000,0,0,40,0.000000,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_0857,-,40.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0859,-,24.4375,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0866,-,4.9375,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_0867,-,40.2188,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0881,-,14.9219,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0882,-,13.5312,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0891,+,17.5000,1,36,40,0.923077,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0907,-,23.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0917,-,37.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0918,-,29.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0923,-,27.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0929,-,20.2500,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0945,+,16.0000,1,36,40,0.923077,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0952,-,34.3125,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0955,-,42.2188,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0959,-,4.2500,1,34,40,0.871795,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0962,+,3.0000,1,31,40,0.794872,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0964,-,10.5000,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0972,-,29.7500,1,36,40,0.923077,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0976,-,20.2500,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_0980,-,10.9375,1,36,40,0.923077,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1002,-,30.7500,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1008,-,-6.2500,0,0,40,0.000000,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1020,-,32.0000,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1028,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1030,-,40.9375,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1043,-,13.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1045,-,24.7500,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1047,-,9.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1054,-,39.2812,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1062,-,8.6719,1,35,40,0.897436,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1066,+,11.0000,1,32,40,0.820513,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1072,-,38.8750,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1075,-,3.7266,1,22,40,0.564103,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1110,-,19.7500,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1112,-,36.1875,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1130,-,8.7148,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1138,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1153,-,4.5000,1,38,40,0.974359,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1160,-,4.6328,1,23,40,0.589744,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1167,-,12.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1177,-,2.0000,1,38,40,0.974359,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1184,-,8.2188,1,35,40,0.897436,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1213,-,38.3125,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1246,-,-0.7500,0,2,40,0.051282,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1262,-,34.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1274,-,13.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1276,-,1.7500,0,0,40,0.000000,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1277,+,29.6875,1,32,40,0.820513,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1318,-,14.0156,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1324,-,13.0000,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1338,-,12.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1343,-,4.3516,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1347,-,4.3906,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1367,-,0.5000,0,34,40,0.871795,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1376,-,12.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1381,-,9.8750,1,29,40,0.743590,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1393,-,4.2422,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1411,-,4.2344,1,23,40,0.589744,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1413,-,14.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1414,-,37.8125,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1423,+,29.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1429,-,5.2500,1,34,40,0.871795,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1458,-,28.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1463,-,20.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1471,-,3.5938,1,4,40,0.102564,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1483,-,41.7812,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1491,-,14.3359,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1509,-,37.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1511,-,33.9375,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1512,-,12.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1514,-,14.6172,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1517,-,17.8125,1,35,40,0.897436,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1522,-,22.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1534,-,5.2500,1,36,40,0.923077,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1547,-,1.2500,0,34,40,0.871795,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1556,-,15.9375,1,36,40,0.923077,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1574,-,4.6719,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1585,-,5.7500,1,34,40,0.871795,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1596,-,4.8008,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1611,-,12.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1618,-,17.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1621,-,19.6250,1,34,40,0.871795,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1633,+,33.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1646,-,33.4375,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1652,-,32.6250,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1665,-,1.5625,0,2,40,0.051282,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1666,-,21.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1676,-,26.0625,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1677,-,35.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1690,-,4.1328,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1715,-,7.0000,1,36,40,0.923077,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1727,-,24.8750,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1743,+,9.7500,1,32,40,0.820513,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1760,-,13.7500,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1772,-,32.4375,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1782,-,42.1875,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1789,+,2.8750,1,29,40,0.743590,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1796,-,19.4375,1,35,40,0.897436,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1823,-,17.7500,1,35,40,0.897436,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1825,-,14.9766,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1833,-,18.6875,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1834,-,38.5625,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1843,-,9.8125,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1853,-,4.1641,1,23,40,0.589744,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1854,-,13.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1859,+,36.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1873,-,15.9375,1,35,40,0.897436,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1880,-,14.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1881,-,-0.5000,0,2,40,0.051282,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1887,-,12.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1901,-,4.7500,1,37,40,0.948718,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1916,+,12.0000,1,36,40,0.923077,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1929,-,3.9844,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1934,-,4.3828,1,24,40,0.615385,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1937,-,10.1758,1,36,40,0.923077,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1948,-,4.7500,1,35,40,0.897436,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1952,-,41.0625,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1967,-,6.5000,1,34,40,0.871795,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1992,-,-6.0000,0,0,40,0.000000,0
Phi-4-14B,heldout,det_correct,NC_4x4_det_1995,-,13.8945,1,39,40,1.000000,1
Phi-4-14B,heldout,det_correct,NC_4x4_det_1998,-,4.2812,1,37,40,0.948718,1
Phi-4-14B,heldout,ibp_error,ibp_ptc_n14_b5,+,-1.5000,0,27,40,0.692308,0
Phi-4-14B,heldout,ibp_error,ibp_ptc_n6_b17,+,1.2500,0,32,40,0.820513,1
Phi-4-14B,heldout,ibp_error,ibp_ptc_n7_b1,+,0.6250,0,32,40,0.820513,1
Phi-4-14B,heldout,ibp_error,ibp_ptc_n7_b17,+,1.2500,0,27,40,0.692308,0
Phi-4-14B,heldout,ibp_error,ibp_ptc_n8_b11,+,-1.5000,0,27,40,0.692308,0
Phi-4-14B,heldout,ibp_error,ibp_ptc_n8_b2,+,3.7500,1,31,40,0.794872,1
Phi-4-14B,heldout,ibp_error,ibp_ptc_n9_b5,+,1.5000,0,27,40,0.692308,0
Phi-4-14B,heldout,ibp_error,ibp_ptc_n9_b7,+,-1.0000,0,27,40,0.692308,0
Phi-4-14B,heldout,ibp_error,ibp_pts_n11_b29,-,31.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n11_b73,-,31.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n12_b51,-,28.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n12_b83,-,28.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n12_b89,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n13_b51,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n13_b59,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n13_b79,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n14_b1,-,12.8750,1,37,40,0.948718,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n14_b49,-,29.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n14_b51,-,30.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n15_b37,-,30.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n15_b6,-,32.4375,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n15_b89,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n16_b113,-,30.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n16_b131,-,30.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n16_b37,-,30.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b101,-,1.0000,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b109,-,0.7500,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b11,-,15.7500,1,37,40,0.948718,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b131,-,0.7500,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b137,-,0.5000,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b157,-,29.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b163,-,29.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b179,-,1.5000,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b29,-,0.7500,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b37,-,-1.0000,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b41,-,-1.2500,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b43,-,-0.2500,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b47,-,0.0000,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n5_b71,-,0.2500,0,33,40,0.846154,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n6_b11,-,-5.6250,0,2,40,0.051282,0
Phi-4-14B,heldout,ibp_error,ibp_pts_n6_b7,-,28.8750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b101,-,30.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b103,-,26.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b109,-,29.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b12,-,29.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b13,-,28.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b17,-,28.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b173,-,29.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b181,-,29.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b197,-,29.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b227,-,29.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b229,-,30.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b283,-,29.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b41,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b43,-,29.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b59,-,30.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b73,-,28.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b89,-,29.8750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b9,-,30.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n7_b97,-,29.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b101,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b151,-,30.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b157,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b163,-,30.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b167,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b191,-,31.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b211,-,30.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b239,-,30.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b25,-,29.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b271,-,25.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b277,-,25.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b283,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b313,-,30.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b71,-,31.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b73,-,30.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n8_b79,-,30.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_error,ibp_pts_n9_b17,-,24.0625,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n2_b6,+,24.8750,1,31,40,0.794872,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n1_b6,+,31.3750,1,31,40,0.794872,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n1_b4,+,27.8750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n2_b8,+,23.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n2_b12,+,28.1250,1,36,40,0.923077,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n2_b4,-,22.7500,1,37,40,0.948718,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n2_b9,+,28.0000,1,36,40,0.923077,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n2_b10,+,28.1250,1,36,40,0.923077,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n1_b10,+,31.2500,1,31,40,0.794872,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n1_b12,+,27.6250,1,36,40,0.923077,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n8_b137,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n10_b107,-,19.7500,1,37,40,0.948718,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n5_b53,-,32.0625,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n3_b6,+,30.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n5_b149,-,41.9375,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n7_b83,+,30.8750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n7_b67,-,31.1875,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n2_b13,-,38.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n2_b19,+,26.5625,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n7_b307,-,34.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n2_b16,+,28.2500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n10_b59,+,29.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n2_b18,+,32.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n7_b193,+,23.2500,1,36,40,0.923077,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n5_b41,-,32.6875,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n1_b13,+,28.0000,1,36,40,0.923077,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n7_b113,-,27.3125,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n5_b89,-,37.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n7_b233,-,7.0000,1,33,40,0.846154,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n7_b127,-,29.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n5_b139,-,41.6250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n5_b197,-,41.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n5_b103,-,41.1875,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n5_b167,+,33.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n0_b11,-,29.1250,1,37,40,0.948718,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n7_b227,+,29.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n7_b311,-,29.8750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n5_b1,+,39.1250,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n8_b241,-,22.8125,1,36,40,0.923077,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n7_b47,-,24.0000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n10_b233,+,5.8750,1,30,40,0.769231,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n3_b7,+,30.8750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n3_b2,+,30.8750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n10_b193,+,26.8750,1,32,40,0.820513,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n7_b263,+,31.7500,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n5_b43,-,32.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n7_b71,-,31.3125,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n10_b53,+,23.7500,1,32,40,0.820513,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n7_b281,-,27.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n5_b103,-,30.5000,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_ptc_n5_b173,-,32.3750,1,39,40,1.000000,1
Phi-4-14B,heldout,ibp_correct,ibp_pts_n7_b113,-,19.7500,1,37,40,0.948718,1
